31678b11329bc5b6f7d08507dbb3628414b7f33d,DELETE,regular-file,terraform-github-oidc/terraform.tfvars,32,
e1de6064cef107eb3491b382018367ae22b33d0d,DELETE,regular-file,terraform-video-auth-service/terraform.tfvars,75,
